EmployeeNumber,Age,Tenure,Turnover,HourlyRate,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn,TextMessageOptInMissingFlag,TextMessageOptIn_bool,TextMessageOptIn_filled,DevHoursMissingFlag,AnnualProfessionalDevHrs_imputed_median,NumCompaniesMissingFlag,AnnualSalaryCorrected,DrivingCommuterDistanceImputedFlag,DrivingCommuterDistanceOutlierFlag
8953,50,17,No,76.24,40.0,Salary,158579.2,4.0,Manufacturing,Female,Single,1,17.0,Mailed Check,Unknown,1,,Missing,0,17.0,0,0,0,0
8954,28,1,No,22.77,40.0,Salary,47361.6,69.0,Research,Female,Married,2,16.0,Mailed Check,Unknown,1,,Missing,0,16.0,0,0,0,0
8955,40,7,Yes,31.58,40.0,Salary,65686.4,49.0,Healthcare,Male,Single,4,12.0,Mailed Check,Yes,0,1.0,Yes,0,12.0,1,0,1,0
8956,45,19,Yes,95.28,40.0,Salary,198182.4,88.0,Manufacturing,Female,Married,2,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,1,0,0
8957,36,10,Yes,94.27,40.0,Salary,196081.6,67.0,Research,Female,Single,4,14.0,Mailed Check,Unknown,1,,Missing,0,14.0,0,1,0,0
8958,60,12,Yes,49.12,40.0,Salary,102169.6,28.0,Research,Female,Married,9,25.0,Mailed Check,Yes,0,1.0,Yes,0,25.0,0,0,0,0
8959,56,11,No,77.56,40.0,Salary,161324.8,58.0,Research,Female,Divorced,4,12.0,Mailed Check,Yes,0,1.0,Yes,0,12.0,1,0,0,0
8960,29,6,No,24.67,40.0,Salary,51313.6,88.0,Sales,Female,Married,3,18.0,Mailed Check,Unknown,1,,Missing,0,18.0,0,0,0,0
8961,54,8,Yes,39.52,40.0,Salary,82201.6,86.0,Information Technology,Male,Divorced,8,25.0,Direct Deposit,Yes,0,1.0,Yes,0,25.0,0,0,0,0
8962,35,7,No,25.26,40.0,Salary,52540.8,2.0,Marketing,Male,Married,4,22.0,Direct Deposit,Unknown,1,,Missing,0,22.0,0,0,0,0
8963,44,8,Yes,58.44,40.0,Salary,121555.2,97.0,Research,Male,Divorced,7,6.0,Mailed Check,Yes,0,1.0,Yes,0,6.0,0,0,0,0
8964,46,5,No,39.99,40.0,Salary,83179.2,95.0,Research,Female,Married,9,16.0,Mailed Check,Yes,0,1.0,Yes,0,16.0,0,0,0,0
8965,51,13,No,53.45,40.0,Salary,111176.0,33.0,Human Resources,Male,Single,1,13.0,Mailed Check,Unknown,1,,Missing,0,13.0,0,0,0,0
8966,47,12,No,57.3,40.0,Salary,119184.0,63.0,Manufacturing,Male,Single,3,24.0,Mailed Check,Unknown,1,,Missing,0,24.0,0,1,0,0
8967,44,5,No,86.64,40.0,Salary,180211.2,93.0,Sales,Female,Single,1,13.0,Mailed Check,Unknown,1,,Missing,0,13.0,0,1,0,0
8968,24,1,No,22.15,40.0,Salary,46072.0,37.0,Human Resources,Female,Single,1,14.0,Mailed Check,Unknown,1,,Missing,0,14.0,0,0,0,0
8969,35,5,No,23.16,40.0,Salary,48172.8,8.0,Human Resources,Female,Divorced,4,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,0,0,0
8970,45,15,Yes,33.1,40.0,Salary,68848.0,3.0,Human Resources,Female,Married,9,16.0,Mailed Check,Yes,0,1.0,Yes,0,16.0,0,0,0,0
8971,40,5,No,72.73,40.0,Salary,151278.4,88.0,Human Resources,Male,Single,8,13.0,Direct Deposit,Unknown,1,,Missing,0,13.0,0,0,0,0
8972,36,7,Yes,44.87,40.0,Salary,93329.6,72.0,Sales,Male,Divorced,4,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
8973,22,1,No,17.71,40.0,Salary,36836.8,74.0,Manufacturing,Female,Married,3,14.0,Direct Deposit,Unknown,1,,Missing,0,14.0,0,0,0,0
8974,52,16,No,55.03,40.0,Salary,114462.4,49.0,Sales,Female,Divorced,6,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,0,0,0
8975,46,11,No,43.69,40.0,Salary,90875.2,49.0,Information Technology,Female,Divorced,9,24.0,Mailed Check,Yes,0,1.0,Yes,0,24.0,0,0,0,0
8976,33,2,Yes,29.33,40.0,Salary,61006.4,32.0,Laboratory,Female,Divorced,5,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,0,1,0,0
8977,37,8,No,51.52,40.0,Salary,107161.6,36.0,Information Technology,Female,Single,6,7.0,Mailed Check,Unknown,1,,Missing,0,7.0,0,0,0,0
8978,57,10,No,38.02,40.0,Salary,79081.6,49.0,Healthcare,Female,Single,2,12.0,Mailed Check,Yes,0,1.0,Yes,0,12.0,0,0,1,0
8979,27,6,Yes,22.09,40.0,Salary,45947.2,68.0,Sales,Female,Divorced,1,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
8980,47,14,Yes,37.73,40.0,Salary,78478.4,70.0,Healthcare,Female,Divorced,4,13.0,Mailed Check,Yes,0,1.0,Yes,0,13.0,0,0,0,0
8981,58,12,No,33.01,40.0,Salary,68660.8,9.0,Research,Female,Single,3,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,0,0
8982,33,3,Yes,29.11,40.0,Salary,60548.8,63.0,Laboratory,Female,Single,1,13.0,Mailed Check,Yes,0,1.0,Yes,0,13.0,0,0,0,0
8983,45,11,No,60.01,40.0,Salary,124820.8,49.0,Research,Male,Divorced,9,15.0,Mailed Check,Yes,0,1.0,Yes,0,15.0,0,0,1,0
8984,38,10,No,70.94,40.0,Salary,147555.2,87.0,Information Technology,Female,Married,4,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,0,0,0
8985,39,2,Yes,29.76,40.0,Salary,61900.8,57.0,Marketing,Female,Married,1,25.0,Mailed Check,Yes,0,1.0,Yes,0,25.0,0,1,0,0
8986,40,9,No,27.32,40.0,Salary,56825.6,28.0,Information Technology,Male,Married,8,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,0,0,0
8987,59,15,No,68.39,40.0,Salary,142251.2,24.0,Research,Female,Divorced,6,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,0,0,0
8988,46,20,No,91.4,40.0,Salary,190112.0,89.0,Sales,Female,Single,6,16.0,Mailed Check,Unknown,1,,Missing,0,16.0,0,1,0,0
8989,41,1,No,45.22,40.0,Salary,94057.6,10.0,Sales,Male,Divorced,8,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,0,0,0
8990,58,7,Yes,52.93,40.0,Salary,110094.4,3.0,Healthcare,Female,Married,4,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,1,0,0,0
8991,43,9,Yes,67.05,40.0,Salary,139464.0,49.0,Research,Male,Divorced,1,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,0,0,0,0
8992,38,6,Yes,29.08,40.0,Salary,60486.4,24.0,Sales,Female,Single,5,24.0,Direct Deposit,Yes,0,1.0,Yes,0,24.0,0,1,0,0
8993,50,6,Yes,74.33,40.0,Salary,154606.4,49.0,Research,Female,Married,1,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,0,0,0,0
8994,58,14,No,42.94,40.0,Salary,89315.2,79.0,Information Technology,Male,Divorced,3,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
8995,28,1,Yes,23.66,40.0,Salary,49212.8,74.0,Information Technology,Male,Married,3,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
8996,47,16,No,38.3,40.0,Salary,79664.0,8.0,Research,Male,Married,9,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,0,0
8997,41,2,No,86.6,40.0,Salary,180128.0,82.0,Sales,Female,Single,2,20.0,Direct Deposit,Unknown,1,,Missing,0,20.0,0,1,0,0
8998,49,7,Yes,34.62,40.0,Salary,72009.6,93.0,Laboratory,Female,Single,2,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,0,0,0,0
8999,28,4,No,23.43,40.0,Salary,48734.4,49.0,Information Technology,Male,Divorced,2,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,1,0
9000,31,7,Yes,24.26,40.0,Salary,50460.8,80.0,Sales,Female,Divorced,3,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
9001,40,9,No,28.61,40.0,Salary,59508.8,62.0,Sales,Male,Married,4,6.0,Mailed Check,Yes,0,1.0,Yes,0,6.0,1,0,0,0
9002,37,3,No,34.31,40.0,Salary,71364.8,2.0,Sales,Female,Single,4,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
9003,47,14,Yes,66.33,40.0,Salary,137966.4,17.0,Human Resources,Male,Single,1,25.0,Mailed Check,Unknown,1,,Missing,0,25.0,0,1,0,0
9004,49,9,No,34.84,40.0,Salary,72467.2,61.0,Marketing,Female,Divorced,4,23.0,Direct Deposit,Unknown,1,,Missing,0,23.0,1,0,0,0
9005,61,13,No,40.12,40.0,Salary,83449.6,32.0,Information Technology,Female,Married,2,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,0,0
9006,37,10,Yes,30.08,40.0,Salary,62566.4,39.0,Information Technology,Female,Divorced,3,6.0,Mailed Check,Unknown,1,,Missing,0,6.0,0,0,0,0
9007,39,4,Yes,30.22,40.0,Salary,62857.6,77.0,Research,Female,Single,8,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,0,0
9008,51,11,No,68.6,40.0,Salary,142688.0,34.0,Healthcare,Female,Divorced,3,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,0,0,0,0
9009,49,18,Yes,48.95,40.0,Salary,101816.0,4.0,Marketing,Male,Married,2,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,1,0,0
9010,41,4,Yes,31.89,40.0,Salary,66331.2,21.0,Marketing,Male,Divorced,5,24.0,Mailed Check,Yes,0,1.0,Yes,0,24.0,0,1,0,0
9011,54,19,No,63.99,40.0,Salary,133099.2,49.0,Laboratory,Female,Divorced,5,10.0,Mailed Check,Yes,0,1.0,Yes,0,10.0,0,0,1,0
9012,40,8,Yes,32.67,40.0,Salary,67953.6,71.0,Marketing,Female,Single,4,16.0,Mailed Check,Yes,0,1.0,Yes,0,16.0,1,1,0,0
9013,55,10,Yes,58.63,40.0,Salary,121950.4,43.0,Healthcare,Female,Single,8,23.0,Mailed Check,Unknown,1,,Missing,0,23.0,0,1,0,0
9014,29,8,Yes,23.04,40.0,Salary,47923.2,77.0,Laboratory,Female,Divorced,2,13.0,Mailed Check,Unknown,1,,Missing,0,13.0,0,0,0,0
9015,43,17,No,55.38,40.0,Salary,115190.4,90.0,Laboratory,Female,Single,2,0.0,Mailed Check,Unknown,1,,Missing,1,15.0,0,1,0,0
9016,37,7,Yes,28.08,40.0,Salary,58406.4,61.0,Laboratory,Female,Divorced,6,19.0,Mailed Check,Unknown,1,,Missing,0,19.0,0,0,0,0
9017,32,3,No,22.79,40.0,Salary,47403.2,78.0,Information Technology,Male,Single,1,19.0,Mailed Check,Yes,0,1.0,Yes,0,19.0,0,0,0,0
9018,43,13,Yes,74.69,40.0,Salary,155355.2,37.0,Information Technology,Male,Single,4,25.0,Mailed Check,Unknown,1,,Missing,0,25.0,1,0,0,0
9019,29,1,No,25.31,40.0,Salary,52644.8,45.0,Laboratory,Female,Single,1,17.0,Mailed Check,Yes,0,1.0,Yes,0,17.0,0,0,0,0
9020,39,10,Yes,75.0,40.0,Salary,156000.0,65.0,Manufacturing,Female,Divorced,5,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,0,0,0
9021,58,10,Yes,47.24,40.0,Salary,98259.2,95.0,Laboratory,Male,Single,4,18.0,Mailed Check,Unknown,1,,Missing,0,18.0,1,0,0,0
9022,35,10,No,22.89,40.0,Salary,47611.2,49.0,Human Resources,Male,Single,1,15.0,Mailed Check,Yes,0,1.0,Yes,0,15.0,0,0,1,0
9023,51,12,Yes,43.28,40.0,Salary,90022.4,50.0,Marketing,Female,Single,3,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,1,0,0
9024,61,15,No,92.69,40.0,Salary,192795.2,75.0,Human Resources,Prefer Not to Answer,Married,2,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,1,0,0
9025,46,11,Yes,83.33,40.0,Salary,173326.4,0.0,Healthcare,Male,Single,1,11.0,Direct Deposit,Unknown,1,,Missing,0,11.0,0,0,0,0
9026,37,4,Yes,26.82,40.0,Salary,55785.6,8.0,Sales,Female,Married,5,25.0,Mailed Check,Yes,0,1.0,Yes,0,25.0,0,0,0,0
9027,50,12,No,39.92,40.0,Salary,83033.6,33.0,Sales,Male,Married,3,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
9028,44,11,No,35.82,40.0,Salary,74505.6,90.0,Information Technology,Female,Divorced,4,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,1,0,0,0
9029,38,10,No,71.72,40.0,Salary,149177.6,5.0,Healthcare,Female,Married,6,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,0,0,0,0
9030,30,9,Yes,23.86,40.0,Salary,49628.8,64.0,Research,Male,Divorced,1,25.0,Mailed Check,Unknown,1,,Missing,0,25.0,0,0,0,0
9031,49,6,Yes,93.53,40.0,Salary,194542.4,99.0,Information Technology,Female,Single,1,22.0,Mailed Check,Unknown,1,,Missing,0,22.0,0,1,0,0
9032,40,10,Yes,27.14,40.0,Salary,56451.2,29.0,Sales,Male,Divorced,8,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,0,0
9033,61,12,Yes,33.28,40.0,Salary,69222.4,41.0,Healthcare,Female,Single,9,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,0,0
9034,59,14,No,93.62,40.0,Salary,194729.6,40.0,Information Technology,Male,Divorced,2,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,1,0,0
9035,43,6,Yes,86.99,40.0,Salary,180939.2,32.0,Sales,Male,Married,4,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,1,0,0
9036,57,6,No,82.85,40.0,Salary,172328.0,49.0,Laboratory,Female,Single,1,12.0,Mailed Check,Unknown,1,,Missing,0,12.0,0,0,1,0
9037,60,11,No,93.49,40.0,Salary,194459.2,28.0,Healthcare,Female,Married,3,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,0,1,0,0
9038,36,4,Yes,66.55,40.0,Salary,138424.0,44.0,Human Resources,Female,Single,3,9.0,Mailed Check,Unknown,1,,Missing,0,9.0,0,0,0,0
9039,54,8,Yes,79.99,40.0,Salary,166379.2,70.0,Human Resources,Male,Divorced,1,21.0,Mailed Check,Yes,0,1.0,Yes,0,21.0,0,0,0,0
9040,49,20,Yes,34.47,40.0,Salary,71697.6,94.0,Sales,Male,Divorced,3,25.0,Mailed Check,Yes,0,1.0,Yes,0,25.0,0,0,0,0
9041,32,2,No,23.37,40.0,Salary,48609.6,49.0,Healthcare,Male,Married,1,24.0,Mailed Check,Unknown,1,,Missing,0,24.0,0,0,1,0
9042,50,7,Yes,65.93,40.0,Salary,137134.4,56.0,Healthcare,Male,Divorced,8,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,0,0
9043,37,6,No,27.48,40.0,Salary,57158.4,7.0,Human Resources,Female,Married,2,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,0,0
9044,60,19,No,75.15,40.0,Salary,156312.0,17.0,Laboratory,Female,Single,2,6.0,Mailed Check,Unknown,1,,Missing,0,6.0,0,0,0,0
9045,58,15,No,33.71,40.0,Salary,70116.8,67.0,Sales,Female,Single,9,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,0,0,0
9046,48,8,No,86.21,40.0,Salary,179316.8,42.0,Marketing,Female,Single,4,0.0,Direct Deposit,Unknown,1,,Missing,1,15.0,1,0,0,0
9047,34,7,No,28.83,40.0,Salary,59966.4,69.0,Sales,Female,Married,4,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
9048,36,3,No,41.56,40.0,Salary,86444.8,61.0,Marketing,Female,Married,3,14.0,Direct Deposit,Yes,0,1.0,Yes,0,14.0,0,0,0,0
9049,54,10,No,70.93,40.0,Salary,147534.4,42.0,Marketing,Female,Divorced,1,15.0,Mailed Check,Yes,0,1.0,Yes,0,15.0,0,0,0,0
9050,56,9,Yes,32.02,40.0,Salary,66601.6,22.0,Marketing,Female,Divorced,6,17.0,Direct Deposit,Unknown,1,,Missing,0,17.0,0,0,0,0
9051,40,7,No,28.45,40.0,Salary,59176.0,11.0,Research,Male,Single,1,8.0,Mailed Check,Yes,0,1.0,Yes,0,8.0,0,0,0,0
9052,36,5,No,29.84,40.0,Salary,62067.2,26.0,Sales,Male,Married,6,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,0,0
9053,43,5,No,44.32,40.0,Salary,92185.6,44.0,Healthcare,Male,Married,1,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,1,0,0
9054,43,6,No,41.86,40.0,Salary,87068.8,69.0,Research,Female,Divorced,9,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
9055,30,3,Yes,23.81,40.0,Salary,49524.8,90.0,Information Technology,Male,Single,1,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,0,0,0
9056,40,6,No,77.03,40.0,Salary,160222.4,49.0,Laboratory,Male,Single,8,16.0,Mailed Check,Unknown,1,,Missing,0,16.0,0,0,1,0
9057,32,8,Yes,28.35,40.0,Salary,58968.0,4.0,Sales,Male,Single,2,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,0,0
9058,56,11,No,31.94,40.0,Salary,66435.2,9.0,Sales,Male,Single,6,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
9059,49,10,Yes,51.89,40.0,Salary,107931.2,8.0,Information Technology,Male,Single,4,0.0,Mailed Check,Unknown,1,,Missing,1,15.0,1,0,0,0
9060,39,5,No,31.14,40.0,Salary,64771.2,20.0,Research,Female,Married,4,13.0,Mailed Check,Yes,0,1.0,Yes,0,13.0,0,0,0,0
9061,53,13,No,53.48,40.0,Salary,111238.4,65.0,Research,Female,Single,2,24.0,Mailed Check,Unknown,1,,Missing,0,24.0,0,0,0,0
9062,60,15,No,61.04,40.0,Salary,126963.2,49.0,Human Resources,Female,Divorced,4,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,0,0,1,0
9063,46,6,Yes,81.13,40.0,Salary,168750.4,71.0,Marketing,Female,Married,1,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,0,0,0
9064,58,7,Yes,57.87,40.0,Salary,120369.6,2.0,Laboratory,Male,Divorced,4,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,1,0,0,0
9065,36,1,Yes,54.28,40.0,Salary,112902.4,49.0,Marketing,Male,Single,3,18.0,Mailed Check,Unknown,1,,Missing,0,18.0,0,0,1,0
9066,60,15,No,32.28,40.0,Salary,67142.4,98.0,Information Technology,Female,Divorced,2,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,1,0,0
9067,31,6,Yes,23.38,40.0,Salary,48630.4,6.0,Marketing,Male,Divorced,1,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
9068,24,1,No,20.12,40.0,Salary,41849.6,97.0,Laboratory,Male,Single,3,0.0,Direct Deposit,Unknown,1,,Missing,1,15.0,0,1,0,0
9069,34,7,No,28.5,40.0,Salary,59280.0,0.0,Marketing,Female,Divorced,2,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,0,0,0
9070,32,8,Yes,23.54,40.0,Salary,48963.2,37.0,Information Technology,Male,Single,1,12.0,Mailed Check,Yes,0,1.0,Yes,0,12.0,0,0,0,0
9071,29,3,No,22.98,40.0,Salary,47798.4,57.0,Information Technology,Male,Divorced,1,14.0,Direct Deposit,Unknown,1,,Missing,0,14.0,0,0,0,0
9072,61,15,Yes,59.79,40.0,Salary,124363.2,99.0,Manufacturing,Female,Married,6,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,0,0,0
9073,44,17,Yes,92.52,40.0,Salary,192441.6,9.0,Sales,Female,Single,8,13.0,Mailed Check,Unknown,1,,Missing,0,13.0,0,1,0,0
9074,40,7,Yes,74.86,40.0,Salary,155708.8,29.0,Information Technology,Female,Married,4,18.0,Direct Deposit,Yes,0,1.0,Yes,0,18.0,1,0,0,0
9075,39,8,No,46.75,40.0,Salary,97240.0,27.0,Human Resources,Male,Single,3,18.0,Direct Deposit,Unknown,1,,Missing,0,18.0,0,0,0,0
9076,44,8,No,64.68,40.0,Salary,134534.4,49.0,Research,Female,Married,6,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,0,1,0
9077,61,18,Yes,67.39,40.0,Salary,140171.2,2.0,Research,Male,Divorced,9,13.0,Mailed Check,Yes,0,1.0,Yes,0,13.0,0,0,0,0
9078,42,9,No,97.86,40.0,Salary,203548.8,90.0,Manufacturing,Female,Single,5,18.0,Mailed Check,No,0,0.0,No,0,18.0,0,0,0,0
9079,47,6,No,58.33,40.0,Salary,121326.4,68.0,Human Resources,Female,Married,5,25.0,Mailed Check,Yes,0,1.0,Yes,0,25.0,0,0,0,0
9080,55,9,No,56.78,40.0,Salary,118102.4,49.0,Laboratory,Male,Single,8,23.0,Direct Deposit,Unknown,1,,Missing,0,23.0,0,1,1,0
9081,33,5,No,28.33,40.0,Salary,58926.4,10.0,Marketing,Female,Single,3,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,0,1,0,0
9082,27,5,Yes,21.53,40.0,Salary,44782.4,51.0,Human Resources,Male,Single,2,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,0,0
9083,40,4,No,82.05,40.0,Salary,170664.0,84.0,Marketing,Male,Divorced,1,12.0,Mailed Check,Yes,0,1.0,Yes,0,12.0,0,0,0,0
9084,44,8,No,44.59,40.0,Salary,92747.2,44.0,Marketing,Female,Divorced,1,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,0,0
9085,42,9,No,54.5,40.0,Salary,113360.0,32.0,Research,Female,Married,8,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,0,0
9086,29,2,Yes,23.34,40.0,Salary,48547.2,59.0,Sales,Male,Single,3,10.0,Mailed Check,Yes,0,1.0,Yes,0,10.0,0,0,0,0
9087,38,5,No,26.03,40.0,Salary,54142.4,49.0,Sales,Female,Married,4,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,1,0
9088,57,11,Yes,86.77,40.0,Salary,180481.6,57.0,Marketing,Female,Single,6,14.0,Mailed Check,Unknown,1,,Missing,0,14.0,0,1,0,0
9089,31,10,No,24.86,40.0,Salary,51708.8,49.0,Marketing,Female,Married,1,23.0,Mailed Check,Yes,0,1.0,Yes,0,23.0,0,0,1,0
9090,46,6,Yes,93.13,40.0,Salary,193710.4,31.0,Marketing,Male,Married,1,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,1,0,0
9091,48,18,Yes,97.74,40.0,Salary,203299.2,62.0,Sales,Female,Single,6,22.0,Mailed Check,No,0,0.0,No,0,22.0,0,0,0,0
9092,36,8,Yes,41.23,40.0,Salary,85758.4,49.0,Human Resources,Male,Single,1,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,1,0
9093,51,10,No,91.7,40.0,Salary,190736.0,24.0,Human Resources,Female,Single,7,24.0,Direct Deposit,Unknown,1,,Missing,0,24.0,0,1,0,0
9094,60,17,Yes,92.04,40.0,Salary,191443.2,81.0,Research,Female,Married,2,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,1,0,0
9095,46,16,No,81.0,40.0,Salary,168480.0,0.0,Sales,Female,Married,6,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,0,0,0
9096,36,7,No,37.68,40.0,Salary,78374.4,82.0,Sales,Male,Divorced,5,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,0,0,0
9097,53,18,No,48.96,40.0,Salary,101836.8,46.0,Research,Female,Married,6,21.0,Direct Deposit,Yes,0,1.0,Yes,0,21.0,0,1,0,0
9098,54,14,Yes,46.78,40.0,Salary,97302.4,87.0,Research,Male,Married,6,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,0,0
9099,54,12,No,68.58,40.0,Salary,142646.4,49.0,Research,Female,Divorced,4,11.0,Mailed Check,Yes,0,1.0,Yes,0,11.0,0,0,1,0
9100,59,16,Yes,35.25,40.0,Salary,73320.0,38.0,Laboratory,Male,Married,3,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,0,0
9101,38,7,Yes,27.89,40.0,Salary,58011.2,25.0,Information Technology,Female,Single,6,25.0,Mailed Check,Yes,0,1.0,Yes,0,25.0,0,0,0,0
9102,43,11,No,95.24,40.0,Salary,198099.2,49.0,Marketing,Female,Divorced,4,12.0,Mailed Check,Yes,0,1.0,Yes,0,12.0,1,1,1,0
9103,61,14,No,33.66,40.0,Salary,70012.8,39.0,Laboratory,Male,Single,8,6.0,Mailed Check,Yes,0,1.0,Yes,0,6.0,0,1,0,0
9104,32,9,Yes,29.39,40.0,Salary,61131.2,49.0,Sales,Male,Divorced,2,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,0,1,0
9105,56,12,Yes,78.17,40.0,Salary,162593.6,70.0,Healthcare,Female,Divorced,9,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,0,0,0
9106,44,9,No,83.2,40.0,Salary,173056.0,40.0,Marketing,Female,Single,6,10.0,Mailed Check,Unknown,1,,Missing,0,10.0,0,0,0,0
9107,42,8,Yes,44.46,40.0,Salary,92476.8,61.0,Laboratory,Male,Married,7,11.0,Direct Deposit,Yes,0,1.0,Yes,0,11.0,0,0,0,0
9108,46,15,Yes,80.89,40.0,Salary,168251.2,95.0,Laboratory,Female,Married,9,25.0,Direct Deposit,Yes,0,1.0,Yes,0,25.0,0,0,0,0
9109,42,9,No,52.82,40.0,Salary,109865.6,43.0,Manufacturing,Female,Single,6,18.0,Direct Deposit,Unknown,1,,Missing,0,18.0,0,0,0,0
9110,60,17,Yes,80.89,40.0,Salary,168251.2,49.0,Marketing,Female,Single,6,16.0,Mailed Check,Unknown,1,,Missing,0,16.0,0,0,1,0
9111,56,9,Yes,64.84,40.0,Salary,134867.2,10.0,Healthcare,Female,Married,7,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
9112,37,10,Yes,43.75,40.0,Salary,91000.0,59.0,Information Technology,Male,Divorced,6,5.0,Direct Deposit,Yes,0,1.0,Yes,0,5.0,0,0,0,0
9113,55,12,No,96.58,40.0,Salary,200886.4,47.0,Research,Female,Divorced,3,8.0,Mailed Check,Yes,0,1.0,Yes,0,8.0,0,0,0,0
9114,41,9,Yes,78.6,40.0,Salary,163488.0,46.0,Research,Male,Single,8,16.0,Mailed Check,Unknown,1,,Missing,0,16.0,0,0,0,0
9115,36,6,Yes,93.29,40.0,Salary,194043.2,16.0,Manufacturing,Male,Divorced,6,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,1,0,0
9116,45,19,Yes,33.74,40.0,Salary,70179.2,16.0,Marketing,Female,Divorced,1,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
